reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA24XKP,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-08-23,0,0,0,61000,KM,2026-10-15,6,2027-09-23,52,0,2026-12-10,12,650,104,9000,Diesel,Auto,Green / Sample Branding,0,1,FleetExample,1,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2024-08-23,2025-05-29,295/80R22.5,
SA20MNW,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2020,VOR,2020-02-14,0,0,650,93500,KM,2026-10-29,6,2025-12-18,52,0,2026-11-05,12,150,104,9000,Diesel,Auto,White,1,1,DemoTrack,1,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2020-02-14,2027-12-09,295/80R22.5,
SA21LTS,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2021,Active,2021-04-17,0,0,0,68500,KM,2026-10-29,6,2026-10-01,52,0,2026-10-08,12,150,104,9000,Diesel,Auto,White,0,1,DemoTrack,0,0,1,1,1,1,0,295/80R22.5,295/80R22.5,2021-04-17,2027-11-04,295/80R22.5,
SA21JWU,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2021,Active,2021-03-03,0,0,0,94500,KM,2026-10-15,6,2027-06-17,52,0,2026-10-29,12,650,104,9000,Diesel,Auto,White,0,0,,0,0,1,0,0,1,1,295/80R22.5,295/80R22.5,2021-03-03,2027-09-16,295/80R22.5,
SA22MPO,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2022,Active,2022-06-07,0,0,650,82000,KM,2026-10-22,6,2027-05-27,52,0,2026-11-12,12,150,104,9000,Diesel,Auto,White,1,0,,0,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2022-06-07,2028-08-31,295/80R22.5,
SA23FGZ,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2023,Active,2023-07-07,0,0,650,211750,KM,2026-11-05,6,2027-09-02,52,0,2026-12-03,12,0,104,9000,Diesel,Auto,White,1,1,FleetExample,1,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2023-07-07,2026-10-22,295/80R22.5,
SA19AHK,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2019,Active,2019-04-22,0,0,650,215000,KM,2026-10-01,6,2027-07-01,52,0,2026-11-05,12,250,104,9000,Diesel,Auto,White,1,1,DemoTrack,0,0,0,1,0,1,1,295/80R22.5,295/80R22.5,2019-04-22,2027-05-20,295/80R22.5,
SA22PLL,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2022,Active,2022-12-09,60,472,0,161250,KM,2026-11-05,6,2027-05-06,52,0,2026-07-16,12,650,104,9000,Diesel,Auto,Blue,0,0,,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2022-12-09,2027-03-11,295/80R22.5,
SA25ZSG,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2025,Active,2025-09-18,60,254,0,69500,KM,2026-08-20,6,2027-09-23,52,0,2026-11-05,12,0,104,9000,Diesel,Auto,Green / Sample Branding,0,1,FleetExample,0,0,0,1,1,0,0,295/80R22.5,295/80R22.5,2025-09-18,2028-03-23,295/80R22.5,
SA25GNY,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-03-18,0,0,0,40000,KM,2026-10-15,6,2027-09-02,52,0,2026-12-10,12,0,104,9000,Diesel,Auto,Blue,0,0,,1,0,1,1,1,0,0,295/80R22.5,295/80R22.5,2025-03-18,2027-11-18,295/80R22.5,
SA19STN,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2019,Active,2019-02-03,0,0,145,124500,KM,2026-11-05,6,2027-08-19,52,0,2026-10-29,12,250,104,9000,Diesel,Auto,Silver,0,1,DemoTrack,0,0,0,1,0,1,1,295/80R22.5,295/80R22.5,2019-02-03,2028-07-13,295/80R22.5,
SA24VMA,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-05-20,0,0,0,186000,KM,2026-10-01,6,2027-07-01,52,0,2026-10-22,12,150,104,9000,Diesel,Auto,Green / Sample Branding,0,1,SampleConnect,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2024-05-20,2026-12-17,295/80R22.5,
SA20KVE,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2020,Active,2020-04-17,0,0,145,167750,KM,2026-10-08,6,2026-10-01,52,0,2026-10-01,12,250,104,9000,Diesel,Auto,White,0,0,,0,0,0,0,0,0,1,295/80R22.5,295/80R22.5,2020-04-17,2028-04-27,295/80R22.5,
SA25XBH,Stoke,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-05-11,0,0,0,229250,KM,2026-10-22,6,2026-12-24,52,0,2026-11-12,12,650,104,9000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2025-05-11,2027-12-30,295/80R22.5,
SA22ECK,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2022,Active,2022-12-05,36,422,0,207250,KM,2026-10-22,6,2027-04-22,52,0,2026-10-01,12,150,104,9000,Diesel,Auto,Silver,0,0,,0,0,1,1,1,0,0,295/80R22.5,295/80R22.5,2022-12-05,2027-11-25,295/80R22.5,
SA23XWV,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2023,VOR,2023-06-08,0,0,650,59250,KM,2026-10-29,6,2026-11-19,52,0,2026-11-05,12,400,104,9000,Diesel,Auto,Blue,0,0,,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2023-06-08,2027-12-16,295/80R22.5,
SA24BVV,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2024,Active,2024-03-19,24,549,0,204000,KM,2026-10-22,6,2026-12-17,52,0,2026-10-22,12,250,104,9000,Diesel,Auto,White,0,1,FleetExample,1,0,1,1,1,0,0,295/80R22.5,295/80R22.5,2024-03-19,2027-08-19,295/80R22.5,
SA22GKH,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2022,Active,2022-12-08,24,472,0,183500,KM,2026-10-15,6,2027-04-01,52,0,2026-11-26,12,0,104,9000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,1,0,0,1,1,1,1,295/80R22.5,295/80R22.5,2022-12-08,2027-10-28,295/80R22.5,
SA23KXY,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2023,Active,2023-07-03,0,0,650,101250,KM,2026-10-29,6,2026-11-19,52,0,2026-12-10,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,0,,1,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2023-07-03,2026-11-19,295/80R22.5,
SA24SGK,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-08-17,36,473,0,217000,KM,2026-11-05,6,2027-02-18,52,0,2026-12-17,12,400,104,9000,Diesel,Auto,Green / Sample Branding,1,1,FleetExample,0,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2024-08-17,2028-05-18,295/80R22.5,
SA25VWR,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-09-02,0,0,0,208750,KM,2026-10-22,6,2027-03-04,52,0,2026-10-15,12,250,104,9000,Diesel,Auto,Silver,1,1,DemoTrack,0,0,1,0,1,0,1,295/80R22.5,295/80R22.5,2025-09-02,2026-05-21,295/80R22.5,
SA19UUP,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2019,Active,2019-02-16,48,209,0,173250,KM,2026-10-08,6,2025-11-27,52,0,2026-12-17,12,400,104,9000,Diesel,Auto,Green / Sample Branding,1,1,FleetExample,1,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2019-02-16,2026-12-17,295/80R22.5,
SA23GVU,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2023,Active,2023-08-12,36,187,0,51500,KM,2026-10-08,6,2026-11-12,52,0,2026-10-01,12,0,104,9000,Diesel,Auto,Blue,0,1,DemoTrack,0,0,1,0,1,0,1,295/80R22.5,295/80R22.5,2023-08-12,2027-03-04,295/80R22.5,
SA19NLA,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2019,Active,2019-11-18,0,0,145,152250,KM,2026-10-22,6,2026-10-08,52,0,2026-12-03,12,0,104,9000,Diesel,Auto,White,0,1,SampleConnect,0,0,0,1,0,0,0,295/80R22.5,295/80R22.5,2019-11-18,2028-05-18,295/80R22.5,
SA23ALA,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2023,Active,2023-04-25,0,0,0,155250,KM,2026-10-08,6,2026-10-22,52,0,2026-10-15,12,250,104,9000,Diesel,Auto,Blue,1,0,,0,0,1,0,0,0,1,295/80R22.5,295/80R22.5,2023-04-25,2027-08-19,295/80R22.5,
SA19OYK,Exeter,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2019,Active,2019-01-25,36,213,0,65500,KM,2026-10-22,6,2027-07-22,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,0,,1,0,0,1,0,0,0,295/80R22.5,295/80R22.5,2019-01-25,2028-01-06,295/80R22.5,
SA24KOK,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-12-11,0,0,0,82250,KM,2026-10-01,6,2027-05-20,52,0,2026-11-26,12,250,104,9000,Diesel,Auto,Blue,1,1,FleetExample,0,0,0,0,1,0,1,295/80R22.5,295/80R22.5,2024-12-11,2027-01-28,295/80R22.5,
SA22YJZ,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2022,Active,2022-01-07,24,510,0,168500,KM,2026-11-05,6,2027-07-08,52,0,2026-07-09,12,0,104,9000,Diesel,Auto,Blue,1,0,,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2022-01-07,2028-02-10,295/80R22.5,
SA22BHS,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2022,Active,2022-05-03,0,0,650,117000,KM,2026-09-10,6,2027-08-05,52,0,2026-12-10,12,400,104,9000,Diesel,Auto,White / Sample Branding,0,1,SampleConnect,1,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2022-05-03,2028-02-03,295/80R22.5,
SA24SEK,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-08-20,0,0,0,73500,KM,2026-10-29,6,2027-03-04,52,0,2026-10-29,12,250,104,9000,Diesel,Auto,White / Sample Branding,1,0,,1,0,0,0,0,0,1,295/80R22.5,295/80R22.5,2024-08-20,2026-12-31,295/80R22.5,
SA22XYU,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2022,Active,2022-12-13,0,0,0,124750,KM,2026-10-22,6,2027-01-21,52,0,2026-12-03,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,0,,1,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2022-12-13,2027-04-22,295/80R22.5,
SA24TRA,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2024,Active,2024-11-13,0,0,650,137250,KM,2026-10-01,6,2026-10-15,52,0,2026-11-05,12,150,104,9000,Diesel,Auto,Silver,1,0,,0,0,0,0,1,1,1,295/80R22.5,295/80R22.5,2024-11-13,2028-03-23,295/80R22.5,
SA20EMJ,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2020,Active,2020-10-06,0,0,650,49500,KM,2026-10-01,6,2027-09-02,52,0,2026-11-12,12,150,104,9000,Diesel,Auto,Blue,1,0,,1,0,0,0,1,0,1,295/80R22.5,295/80R22.5,2020-10-06,2027-07-15,295/80R22.5,
SA22XTZ,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2022,Active,2022-02-05,24,218,0,36250,KM,2026-10-08,6,2027-06-10,52,0,2026-12-17,12,250,104,9000,Diesel,Auto,Silver,0,0,,1,0,1,0,1,1,0,295/80R22.5,295/80R22.5,2022-02-05,2028-09-21,295/80R22.5,
SA25JMV,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2025,Active,2025-06-05,24,385,0,40750,KM,2026-10-15,6,2027-02-18,52,0,2026-12-10,12,0,104,9000,Diesel,Auto,White,0,1,SampleConnect,1,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2025-06-05,2026-11-19,295/80R22.5,
SA23OFT,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2023,Active,2023-08-13,0,0,0,150500,KM,2026-10-29,6,2026-10-22,52,0,2026-10-15,12,250,104,9000,Diesel,Auto,White / Sample Branding,0,0,,0,0,1,1,0,1,0,295/80R22.5,295/80R22.5,2023-08-13,2028-03-16,295/80R22.5,
SA24MFS,Coventry,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-10-04,36,320,0,177500,KM,2026-11-05,6,2027-02-04,52,0,2026-12-10,12,650,104,9000,Diesel,Auto,Blue,1,0,,0,0,0,1,1,1,0,295/80R22.5,295/80R22.5,2024-10-04,2028-03-16,295/80R22.5,
SA24NEL,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2024,Active,2024-05-23,48,201,0,94250,KM,2026-10-01,6,2027-02-04,52,0,2026-11-19,12,250,104,9000,Diesel,Auto,Green / Sample Branding,0,1,FleetExample,0,0,1,0,1,0,1,295/80R22.5,295/80R22.5,2024-05-23,2028-08-24,295/80R22.5,
SA21ERL,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-04-23,0,0,145,183250,KM,2026-10-08,6,2027-02-11,52,0,2026-10-29,12,0,104,9000,Diesel,Auto,Blue,0,0,,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2021-04-23,2027-04-15,295/80R22.5,
SA25UXF,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-11-11,0,0,0,37500,KM,2026-10-29,6,2027-03-04,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,1,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2025-11-11,2028-04-20,295/80R22.5,
SA25BTB,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-09-17,0,0,0,206500,KM,2026-10-22,6,2027-03-11,52,0,2026-10-22,12,650,104,9000,Diesel,Auto,Blue,1,0,,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2025-09-17,2025-05-22,295/80R22.5,
SA20YDC,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2020,Active,2020-01-10,0,0,0,90250,KM,2026-11-05,6,2026-03-26,52,0,2026-11-26,12,250,104,9000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2020-01-10,2027-02-25,295/80R22.5,
SA19EXF,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2019,Active,2019-08-06,24,392,0,234500,KM,2026-11-05,6,2026-10-15,52,0,2026-12-03,12,0,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,1,0,0,295/80R22.5,295/80R22.5,2019-08-06,2027-04-22,295/80R22.5,
SA25CLX,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-07-21,0,0,0,145500,KM,2026-10-22,6,2027-07-29,52,0,2026-10-29,12,150,104,9000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,0,1,1,1,295/80R22.5,295/80R22.5,2025-07-21,2026-10-08,295/80R22.5,
SA22PGP,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2022,Active,2022-08-13,0,0,0,97000,KM,2026-10-15,6,2027-06-24,52,0,2026-12-03,12,0,104,9000,Diesel,Auto,Blue,0,0,,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2022-08-13,2027-07-08,295/80R22.5,
SA21KZG,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-11-25,60,471,0,85500,KM,2026-11-05,6,2027-06-17,52,0,2026-12-10,12,0,104,9000,Diesel,Auto,White,0,0,,1,0,0,1,0,1,0,295/80R22.5,295/80R22.5,2021-11-25,2028-04-20,295/80R22.5,
SA19TOJ,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2019,Active,2019-10-21,24,411,0,53000,KM,2026-10-01,6,2026-11-19,52,0,2026-11-26,12,0,104,9000,Diesel,Auto,Green / Sample Branding,0,0,,0,0,1,0,1,0,1,295/80R22.5,295/80R22.5,2019-10-21,2026-12-10,295/80R22.5,
SA21ZLW,Potters-Bar,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-09-26,0,0,145,206000,KM,2026-10-01,6,2027-04-29,52,0,2026-09-10,12,250,104,9000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,0,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2021-09-26,2028-04-06,295/80R22.5,
SA23TER,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2023,Active,2023-03-13,0,0,145,17000,KM,2026-09-17,6,2027-06-24,52,0,2026-12-10,12,400,104,9000,Diesel,Auto,White,1,0,,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2023-03-13,2028-02-17,295/80R22.5,
SA24GBN,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-05-21,0,0,145,222250,KM,2026-10-22,6,2027-03-25,52,0,2026-10-22,12,150,104,9000,Diesel,Auto,Silver,0,0,,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2024-05-21,2027-11-11,295/80R22.5,
SA19YVJ,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2019,Active,2019-07-17,0,0,0,168500,KM,2026-10-08,6,2026-12-31,52,0,2026-10-29,12,650,104,9000,Diesel,Auto,Green / Sample Branding,1,0,,1,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2019-07-17,2027-05-13,295/80R22.5,
SA24PTO,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2024,Active,2024-05-16,60,239,0,18750,KM,2026-10-15,6,2026-10-22,52,0,2026-10-29,12,650,104,9000,Diesel,Auto,White / Sample Branding,1,0,,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2024-05-16,2027-08-26,295/80R22.5,
SA22SAD,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2022,Active,2022-03-17,0,0,0,102250,KM,2026-10-01,6,2027-07-22,52,0,2026-11-19,12,250,104,9000,Diesel,Auto,Silver,1,0,,0,0,0,1,1,1,1,295/80R22.5,295/80R22.5,2022-03-17,2027-12-02,295/80R22.5,
SA20LGB,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2020,VOR,2020-07-07,0,0,650,55000,KM,2026-10-29,6,2026-11-12,52,0,2026-11-26,12,400,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2020-07-07,2028-02-10,295/80R22.5,
SA22DNE,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2022,Active,2022-10-04,60,298,0,87750,KM,2026-10-15,6,2026-10-29,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White,0,1,SampleConnect,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2022-10-04,2028-01-06,295/80R22.5,
SA24OLT,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-10-12,0,0,145,190250,KM,2026-10-08,6,2027-01-21,52,0,2026-10-15,12,400,104,9000,Diesel,Auto,Blue,1,0,,1,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2024-10-12,2028-04-06,295/80R22.5,
SA19JZN,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2019,Active,2019-06-17,0,0,0,187750,KM,2026-10-22,6,2027-07-15,52,0,2026-12-10,12,0,104,9000,Diesel,Auto,Blue,1,0,,0,0,0,1,1,0,0,295/80R22.5,295/80R22.5,2019-06-17,2027-04-22,295/80R22.5,
SA22MOL,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2022,Active,2022-11-03,36,503,0,33000,KM,2026-10-15,6,2027-06-10,52,0,2026-12-17,12,400,104,9000,Diesel,Auto,Silver,0,0,,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2022-11-03,2027-05-13,295/80R22.5,
SA25MPS,Gravesend,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2025,Active,2025-06-11,0,0,145,187000,KM,2026-10-01,6,2026-10-08,52,0,2026-12-10,12,250,104,9000,Diesel,Auto,Silver,1,1,SampleConnect,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2025-06-11,2027-07-01,295/80R22.5,
SA23OPY,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2023,Active,2023-01-12,0,0,650,237750,KM,2026-10-29,6,2027-04-15,52,0,2026-10-15,12,400,104,9000,Diesel,Auto,Blue,0,1,SampleConnect,1,0,1,1,0,1,0,295/80R22.5,295/80R22.5,2023-01-12,2028-09-21,295/80R22.5,
SA20ATG,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2020,Active,2020-07-03,24,230,0,186000,KM,2026-10-29,6,2026-12-17,52,0,2026-12-17,12,650,104,9000,Diesel,Auto,White,0,1,SampleConnect,1,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2020-07-03,2026-05-14,295/80R22.5,
SA23MME,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2023,Active,2023-09-12,0,0,650,114750,KM,2026-10-15,6,2025-12-25,52,0,2026-10-22,12,0,104,9000,Diesel,Auto,Silver,1,1,DemoTrack,0,0,0,1,0,0,0,295/80R22.5,295/80R22.5,2023-09-12,2028-06-29,295/80R22.5,
SA21TSL,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2021,Active,2021-02-28,0,0,0,143500,KM,2026-10-22,6,2027-01-21,52,0,2026-10-08,12,400,104,9000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,1,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2021-02-28,2027-09-09,295/80R22.5,
SA21FDE,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2021,Active,2021-02-11,48,237,0,233750,KM,2026-10-15,6,2027-01-21,52,0,2026-12-17,12,0,104,9000,Diesel,Auto,Blue,0,1,SampleConnect,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2021-02-11,2027-02-04,295/80R22.5,
SA25LMC,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2025,Active,2025-06-21,0,0,0,229750,KM,2026-11-05,6,2026-10-01,52,0,2026-12-17,12,150,104,9000,Diesel,Auto,Blue,0,1,FleetExample,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2025-06-21,2028-02-17,295/80R22.5,
SA20HEP,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2020,Active,2020-11-16,0,0,0,140500,KM,2026-10-01,6,2027-07-22,52,0,2026-12-10,12,400,104,9000,Diesel,Auto,Silver,0,1,FleetExample,1,0,0,1,0,1,1,295/80R22.5,295/80R22.5,2020-11-16,2027-12-09,295/80R22.5,
SA24BEW,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2024,Active,2024-02-12,60,405,0,87250,KM,2026-10-01,6,2027-06-03,52,0,2026-12-17,12,650,104,9000,Diesel,Auto,White / Sample Branding,0,0,,1,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2024-02-12,2028-06-01,295/80R22.5,
SA22FUD,Yaxley,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2022,Active,2022-08-20,0,0,145,129500,KM,2026-10-22,6,2027-04-15,52,0,2026-08-27,12,650,104,9000,Diesel,Auto,White / Sample Branding,1,0,,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2022-08-20,2027-11-18,295/80R22.5,
